Fid,Temp,Wind,Date_Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Area_accident_occured,Types_of_Junction,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity,Ambulace_Allocated,Ambulace_Pickedup,LATITUDE,LONGITUDE,Label
137.116.195.37-10.42.0.151-443-40568-6,20,2.3,10-11-22 13:17,35,Male,Employee,1-2yr,Public (> 45 seats),  Recreational areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight Injury,Yes,Yes,43.563258,-89.207608,0
10.42.0.42-31.13.71.37-42652-443-6,31,2.4,10-11-22 13:23,30,Female,Employee,1-2yr,Lorry (11?40Q), Church areas,Crossing,Vehicle with vehicle collision,2,1,,Other,Slight Injury,No,No,44.70172244,-88.90767288,1
10.42.0.151-31.13.71.37-48352-443-6,23,3.2,10-11-22 13:27,40,Male,Owner,2-5yr,Lorry (41?100Q),Office areas,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Serious Injury,Yes,Yes,43.18041881,-88.99093596,0
180.149.138.210-10.42.0.211-80-56851-6,23,2.6,10-11-22 14:15,40,Male,Owner,1-3yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight Injury,Yes,Yes,42.5801918,-90.60272494,0
10.42.0.151-125.39.240.46-42622-80-6,32,2.4,10-11-22 14:22,60,Male,Owner,2-5yr,Stationwagen,Office areas,Other,Collision with roadside objects,2,2,Going straight,Changing lane to the left,Slight Injury,No,No,43.17837264,-88.02235914,1
10.42.0.211-10.42.0.1-10400-53-17,25,3.2,10-11-22 14:23,60,Male,Employee,1-2yr,Other,Office areas,Other,Rollover,2,2,Going straight,No distancing,Slight Injury,No,No,43.18031807,-88.01479679,1
173.194.205.138-10.42.0.211-443-36699-6,25,3.1,10-11-22 14:31,60,Male,Owner,5-10yr,Automobile,Other,Other,Vehicle with vehicle collision,2,2,Turnover,Moving Backward,Slight Injury,Yes,Yes,27.91508212,-82.49221113,0
180.149.153.234-10.42.0.211-80-47929-6,25,2.1,10-11-22 14:35,30,Male,Employee,Below 1yr,Pick up upto 10Q,Residential areas,No junction,Collision with pedestrians,2,2,Moving Backward,Changing lane to the left,Slight Injury,No,No,27.96659161,-82.44356809,1
182.22.24.124-10.42.0.151-443-43940-6,25,3.6,10-11-22 14:36,40,Male,Employee,2-5yr,Motorcycle,Office areas,No junction,Vehicle with vehicle collision,2,2,Going straight,Other,Slight Injury,Yes,Yes,27.90673689,-82.49459025,0
172.217.6.225-10.42.0.211-443-36702-6,25,2.9,10-11-22 14:37,40,Male,Employee,5-10yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury,No,No,27.94555571,-82.5145437,1
172.217.12.132-10.42.0.211-443-38774-6,25,2.7,10-11-22 14:40,45,Male,Employee,Above 10yr,Pick up upto 10Q,Residential areas,No junction,Collision with pedestrians,2,1,Moving Backward,Moving Backward,Fatal injury,Yes,Yes,27.98990513,-82.43520031,0
10.42.0.42-68.67.178.109-57964-443-6,25,4,10-11-22 14:41,55,Male,Employee,2-5yr,Motorcycle,Office areas,No junction,Collision with pedestrians,2,1,Going straight,No distancing,Fatal injury,No,No,27.93450615,-82.50681829,1
10.42.0.151-10.42.0.1-59418-53-17,25,5,10-11-22 14:42,55,Female,Owner,Above 10yr,Stationwagen,  Recreational areas,No junction,Vehicle with vehicle collision,1,1,Moving Backward,Changing lane to the left,Slight Injury,Yes,Yes,27.87848967,-82.49617731,0
10.42.0.151-58.215.168.151-53448-80-6,29,3.2,10-11-22 14:51,55,Male,Employee,1-2yr,Lorry (41?100Q),Office areas,No junction,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,28.07926493,-82.57251509,0
10.42.0.211-69.147.82.61-50626-443-6,25,3.6,10-11-22 14:51,35,Male,Employee,5-10yr,Taxi, Industrial areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury,Yes,Yes,28.0368992,-82.39178602,0
172.217.11.42-10.42.0.151-443-53930-6,25,2.4,10-11-22 14:53,60,Male,Employee,2-5yr,Automobile,,No junction,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,27.79248314,-82.34288041,0
162.208.22.39-10.42.0.42-443-55494-6,25,3,10-11-22 14:55,55,Male,Employee,2-5yr,Long lorry,Residential areas,No junction,Vehicle with vehicle collision,2,1,Other,Driving carelessly,Slight Injury,Yes,Yes,28.01827558,-82.58250156,0
10.42.0.42-31.13.69.228-47305-443-6,25.1,2.7,10-11-22 15:02,25,Male,Employee,2-5yr,Automobile,Residential areas,No junction,Collision with roadside objects,2,1,Other,Driving carelessly,Slight Injury,No,No,28.10547314,-82.39443544,1
10.42.0.151-52.216.1.211-41820-443-6,25,3.7,10-11-22 15:04,70,Male,Employee,2-5yr,Public (12 seats), Industrial areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,27.94075669,-82.28657522,1
10.42.0.211-104.91.216.132-59394-443-6,26,3.4,10-11-22 15:04,40,Male,Employee,Above 10yr,Lorry (11?40Q),Residential areas,No junction,Vehicle with vehicle collision,2,1,Reversing,Getting off the vehicle improperly,Slight Injury,Yes,Yes,27.91113748,-82.50479083,0
10.42.0.211-123.125.29.138-36838-443-6,25,3.6,10-11-22 15:08,35,Male,Employee,Above 10yr,Pick up upto 10Q,Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,27.90169348,-82.28633997,0
10.42.0.151-66.231.239.122-37377-80-6,25,2.7,10-11-22 15:09,40,Male,Employee,5-10yr,Lorry (41?100Q),Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,28.0655,-82.4907,0
192.229.173.173-10.42.0.211-80-46619-6,25,2.5,10-11-22 15:20,60,Male,Employee,1-3yr,Other,Office areas,Other,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury,No,No,28.03054763,-82.4908988,1
10.42.0.151-103.235.46.211-40366-443-6,25,2.5,10-11-22 15:39,40,Male,Employee,2-5yr,Automobile,Office areas,Other,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,27.98554196,-82.27476062,1
10.42.0.211-77.234.44.42-47399-80-6,25,2.4,10-11-22 15:42,40,Male,Employee,5-10yr,Long lorry,Office areas,No junction,Vehicle with vehicle collision,2,2,Moving Backward,No priority to pedestrian,Slight Injury,No,No,28.02573251,-82.47849767,1
10.42.0.211-47.89.68.225-57548-443-6,25,4.1,10-11-22 16:00,55,Male,Employee,5-10yr,Lorry (11?40Q),Office areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury,No,No,27.99207065,-82.42497264,1
10.42.0.42-119.146.74.48-55133-80-6,26,4.5,10-11-22 16:05,65,Male,Employee,Above 10yr,Long lorry,Office areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury,No,No,27.96528476,-82.27848993,1
192.229.173.173-10.42.0.211-443-41368-6,25,4.3,10-11-22 16:10,50,Male,Employee,5-10yr,Automobile,Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,35.78975938,-78.69131927,0
222.73.28.96-10.42.0.211-80-36868-6,25,3.2,10-11-22 16:13,55,Male,Employee,Above 10yr,Taxi,Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,38.91041862,-77.49179634,1
169.55.75.105-10.42.0.151-5222-38593-6,29,4.4,10-11-22 16:14,40,Male,Employee,Below 1yr,Taxi,Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,37.92682,-78.357911,0
203.205.158.60-10.42.0.151-80-45851-6,25,3.5,10-11-22 16:23,40,Male,Employee,5-10yr,Long lorry,Other,No junction,Vehicle with vehicle collision,2,1,Moving Backward,Moving Backward,Slight Injury,Yes,Yes,38.06095,-78.493021,0
10.42.0.211-111.1.17.152-48437-8077-6,25,3.6,10-11-22 16:26,40,Male,Employee,1-2yr,Lorry (11?40Q), Church areas,No junction,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Serious Injury,Yes,Yes,37.44154,-77.228741,0
10.42.0.211-36.110.210.167-53937-80-6,25.1,3.1,10-11-22 16:32,40,Male,Employee,5-10yr,Lorry (11?40Q),  Recreational areas,No junction,Vehicle with vehicle collision,1,1,Going straight,Driving to the left,Serious Injury,No,No,47.66970099,-117.4165596,1
172.217.12.174-10.42.0.151-443-38355-6,25,3.6,10-11-22 16:36,45,Male,Employee,5-10yr,Long lorry, Industrial areas,Y Shape,Collision with roadside objects,3,3,Moving Backward,Driving to the left,Slight Injury,Yes,Yes,47.76289939,-122.3660171,0
8.0.6.4-8.6.0.1-0-0-0,25,2.2,10-11-22 16:40,30,Male,Employee,2-5yr,Turbo,Residential areas,Y Shape,Vehicle with vehicle collision,3,3,Moving Backward,No priority to pedestrian,Slight Injury,No,No,47.70918046,-122.6932501,1
10.42.0.211-103.235.46.212-35014-443-6,25,3,10-11-22 16:46,35,Male,Employee,5-10yr,Long lorry,Residential areas,Y Shape,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,46.13275886,-122.9243576,0
239.255.255.250-10.42.0.1-1900-51971-17,25,4.1,10-11-22 16:47,30,Male,Owner,5-10yr,Long lorry,Office areas,Y Shape,Vehicle with vehicle collision,3,3,Turnover,Changing lane to the right,Slight Injury,No,No,48.6480969,-118.7385253,1
10.42.0.211-10.42.0.1-49213-53-17,25,3.5,10-11-22 16:54,20,Male,Employee,Above 10yr,Public (13?45 seats),  Market areas,No junction,Vehicle with vehicle collision,2,3,Turnover,Driving carelessly,Slight Injury,Yes,Yes,46.07490668,-118.3061572,0
10.42.0.1-10.42.0.42-53-59109-17,25,2.3,10-11-22 16:58,45,Male,Employee,Above 10yr,Automobile,Unknown,No junction,Collision with pedestrians,2,3,Going straight,No distancing,Slight Injury,No,No,47.224288,-120.996061,1
10.42.0.151-108.174.10.10-53263-443-6,25,2.2,10-11-22 17:01,25,Unknown,Employee,Below 1yr,Automobile, Industrial areas,No junction,Vehicle with vehicle collision,2,3,Going straight,Getting off the vehicle improperly,Slight Injury,No,No,46.41791268,-117.067479,1
10.42.0.211-47.88.68.21-42018-443-6,25,2.2,10-11-22 17:05,35,Male,Employee,5-10yr,Pick up upto 10Q,Residential areas,No junction,Vehicle with vehicle collision,2,3,Going straight,Driving under the influence of drugs,Slight Injury,Yes,Yes,48.93871926,-119.0958916,0
10.42.0.151-10.42.0.1-33527-53-17,25,2.2,10-11-22 17:16,40,Male,Owner,5-10yr,Car,Residential areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Serious Injury,No,No,47.71925612,-122.3217024,1
10.42.0.211-104.193.88.109-45973-80-6,25,2.6,10-11-22 17:20,45,Male,Employee,2-5yr,Stationwagen,Other,Crossing,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious Injury,Yes,Yes,47.7130734,-122.1675991,0
180.149.134.221-10.42.0.211-80-51125-6,25,2.8,10-11-22 17:25,30,Male,Employee,Above 10yr,Car,Residential areas,No junction,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight Injury,Yes,Yes,46.59546155,-120.6593836,0
180.149.136.194-10.42.0.211-80-60050-6,33,2.3,10-11-22 17:30,55,Male,Employee,2-5yr,Automobile,Rural village areas,No junction,Vehicle with vehicle collision,2,2,Getting off,Turnover,Slight Injury,No,No,47.54386713,-122.0388983,1
10.42.0.42-76.13.28.196-39196-443-6,25,2.4,10-11-22 17:31,35,Male,Employee,Above 10yr,Automobile,Rural village areas,No junction,Vehicle with vehicle collision,2,2,Moving Backward,Changing lane to the right,Slight Injury,No,No,47.01210571,-122.8224624,1
10.42.0.42-62.138.0.117-39234-80-6,25,3.7,10-11-22 17:56,45,Male,Employee,Below 1yr,Long lorry,Office areas,No junction,Vehicle with vehicle collision,2,1,Other,Driving carelessly,Slight Injury,Yes,Yes,32.42468805,-87.04812372,0
8.0.6.4-8.6.0.1-0-0-0,25.1,2.8,10-11-22 17:58,35,Female,Employee,2-5yr,Public (13?45 seats),Residential areas,No junction,Collision with pedestrians,2,1,Going straight,No priority to vehicle,Slight Injury,No,No,32.711906,-87.708795,1
172.217.3.106-10.42.0.211-443-36451-6,25,5.4,10-11-22 18:05,45,Male,Employee,5-10yr,Public (13?45 seats),Residential areas,Unknown,Vehicle with vehicle collision,4,3,Going straight,Moving Backward,Serious Injury,Yes,Yes,32.616431,-86.106076,0
10.42.0.211-10.42.0.1-40088-53-17,25,2.8,10-11-22 18:08,40,Male,Employee,5-10yr,Lorry (11?40Q), Outside rural areas,Unknown,Vehicle with vehicle collision,4,3,Going straight,Changing lane to the left,Serious Injury,No,No,32.37255882,-86.28452434,1
158.85.58.119-10.42.0.211-5222-35131-6,26,2.2,10-11-22 18:11,30,Male,Employee,1-2yr,Lorry (11?40Q),Residential areas,Unknown,Vehicle with vehicle collision,4,3,Going straight,Overturning,Serious Injury,Yes,Yes,34.97549969,-86.64496172,0
172.217.3.110-10.42.0.151-443-53859-17,25,1.1,10-11-22 18:16,30,Male,Employee,1-3yr,Pick up upto 10Q, Church areas,Unknown,Vehicle with vehicle collision,4,3,Going straight,No distancing,Serious Injury,No,No,30.65100472,-88.22366961,1
10.42.0.211-23.206.125.17-43997-80-6,25,3.3,10-11-22 18:16,55,Male,Employee,1-2yr,Automobile,Office areas,Unknown,Collision with roadside objects,4,3,Going straight,Driving carelessly,Serious Injury,Yes,Yes,32.42473564,-87.04804341,0
10.42.0.151-91.190.219.146-53978-443-6,25,4.7,10-11-22 18:19,30,Male,Employee,5-10yr,Automobile,Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,33.26973194,-86.84038884,0
10.42.0.211-104.192.110.245-59664-443-6,25,2.7,10-11-22 18:24,30,Male,Owner,1-2yr,Automobile,Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,64.84503425,-147.6862486,0
172.217.7.131-10.42.0.211-443-46669-6,25,3.6,10-11-22 18:31,60,Male,Employee,5-10yr,Long lorry,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,Yes,Yes,64.85130477,-147.7158829,0
10.42.0.151-10.42.0.1-37133-53-17,26,4.1,10-11-22 18:35,60,Male,Employee,2-5yr,Long lorry,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,55.4884684,-133.127977,0
10.42.0.211-123.125.29.138-59692-80-6,25,3.7,10-11-22 18:37,40,Male,Employee,2-5yr,Automobile,Residential areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,64.84326457,-147.7508567,1
10.42.0.42-23.217.155.120-58688-80-6,25,2.8,10-11-22 18:39,60,Male,Employee,5-10yr,Stationwagen,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,No,No,61.60453815,-149.4139177,1
10.42.0.211-114.134.80.163-38550-80-6,25,3.4,10-11-22 18:40,50,Male,Owner,Below 1yr,Car,Other,No junction,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight Injury,Yes,Yes,61.1816841,-149.8136432,0
10.42.0.1-10.42.0.42-53-8827-17,25,4.1,10-11-22 18:44,45,Female,Employee,Below 1yr,Other,Other,No junction,Collision with roadside objects,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,57.06274118,-135.3480707,0
10.42.0.151-104.244.43.227-49844-443-6,25,3.3,10-11-22 18:45,30,Male,Employee,1-3yr,Special vehicle,Other,Crossing,Vehicle with vehicle collision,1,1,Moving Backward,No distancing,Slight Injury,Yes,Yes,61.58119103,-149.3996958,0
10.42.0.211-10.42.0.1-39873-53-17,25,1.7,12-11-22 12:59,45,Female,Employee,Below 1yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,1,1,Moving Backward,No distancing,Slight Injury,No,No,61.31509764,-149.5756982,1
10.42.0.211-104.193.88.109-50667-80-6,25,2.6,12-11-22 13:24,40,Male,Employee,2-5yr,Pick up upto 10Q,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,28.01838392,-82.46973631,1
172.217.10.42-10.42.0.211-443-51510-6,25,2.6,13-11-22 7:49,60,Male,Employee,2-5yr,Lorry (11?40Q), Church areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,No,No,28.0757852,-82.45605389,1
10.42.0.211-50.17.222.169-53620-443-6,25,2.7,13-11-22 7:52,50,Male,Employee,5-10yr,Lorry (41?100Q),Other,Other,Rollover,2,2,Going straight,Changing lane to the right,Slight Injury,No,No,27.98654615,-82.5001259,1
10.42.0.211-121.12.98.62-45482-80-6,25,2.2,13-11-22 8:04,25,Male,Employee,5-10yr,Motorcycle, Industrial areas,Other,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight Injury,No,No,27.99694764,-82.28636742,1
10.42.0.211-10.42.0.1-54254-53-17,34,2.4,13-11-22 8:11,50,Male,Owner,5-10yr,Automobile,Residential areas,Other,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,28.05106816,-82.39623813,0
10.42.0.211-66.198.24.253-47822-443-6,25,2.9,13-11-22 8:17,40,Male,Employee,5-10yr,Automobile,Other,No junction,Collision with roadside objects,3,1,Going straight,No distancing,Slight Injury,No,No,27.9367959,-82.27521938,1
172.217.3.110-10.42.0.151-443-46402-6,25,4.1,13-11-22 8:30,40,Male,Owner,5-10yr,Automobile,Office areas,No junction,Vehicle with vehicle collision,3,1,,Overtaking,Slight Injury,Yes,Yes,28.09696034,-82.50624682,0
172.217.3.110-10.42.0.151-443-32956-6,25,3.4,13-11-22 8:38,75,Male,Employee,2-5yr,Stationwagen, Industrial areas,No junction,Vehicle with vehicle collision,3,1,Other,Other,Slight Injury,Yes,Yes,36.86892897,-76.17814756,0
10.42.0.211-66.198.24.243-38599-80-6,25.1,2.6,13-11-22 9:30,55,Male,Employee,5-10yr,Car, Industrial areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,Other,Slight Injury,Yes,Yes,38.25175016,-77.43024238,0
10.42.0.211-66.198.24.225-58091-443-6,25,3.1,13-11-22 9:34,70,Male,Employee,Below 1yr,Public (> 45 seats),Other,Crossing,Collision with roadside objects,2,1,,Changing lane to the right,Slight Injury,No,No,36.72933769,-78.12666096,1
10.42.0.42-121.12.98.62-52154-80-6,25,2.7,13-11-22 9:45,55,Male,Employee,1-2yr,Public (> 45 seats), Hospital areas,Crossing,Collision with roadside objects,2,1,Overtaking,No priority to pedestrian,Slight Injury,Yes,Yes,47.35043515,-122.2297676,0
10.42.0.1-10.42.0.42-53-3215-17,25,0.6,13-11-22 9:51,40,Female,Employee,2-5yr,Stationwagen,Office areas,Crossing,Vehicle with vehicle collision,2,1,Reversing,No priority to vehicle,Slight Injury,No,No,47.66223378,-117.3861262,1
10.42.0.211-31.13.65.36-55375-443-6,25,1.5,13-11-22 9:59,45,Male,Employee,2-5yr,Automobile, Church areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,46.27214998,-119.2976334,0
10.42.0.211-123.125.29.220-52270-80-6,25,2.2,13-11-22 10:05,40,Male,Employee,5-10yr,Bicycle, Hospital areas,Crossing,Collision with roadside objects,2,1,Other,Changing lane to the left,Slight Injury,No,No,47.24930097,-122.2876351,1
172.217.12.202-10.42.0.42-443-56456-6,26,2.8,13-11-22 10:05,40,Male,Employee,5-10yr,Automobile,Office areas,No junction,Collision with roadside objects,1,1,Moving Backward,Overtaking,Slight Injury,Yes,Yes,47.61632038,-122.3079595,0
10.42.0.211-10.42.0.1-47357-53-17,25,3.3,13-11-22 10:06,50,Male,Owner,1-3yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury,No,No,47.29998564,-122.2881828,1
172.217.7.227-10.42.0.211-443-34680-6,25,2.4,13-11-22 10:11,40,Male,Employee,Above 10yr,Automobile,Office areas,No junction,Vehicle with vehicle collision,2,2,Other,No priority to vehicle,Slight Injury,No,No,45.70292167,-122.6697742,1
10.42.0.211-10.42.0.1-53742-53-17,33,3.6,13-11-22 10:16,60,Male,Employee,Above 10yr,Public (13?45 seats),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the right,Slight Injury,Yes,Yes,45.59516046,-122.4073562,0
172.217.12.206-10.42.0.151-80-54836-6,32,1.7,13-11-22 10:22,25,Male,Owner,Above 10yr,Special vehicle,Other,Y Shape,Collision with roadside objects,2,1,Going straight,Changing lane to the left,Slight Injury,No,No,47.55140258,-122.0410922,1
10.42.0.211-66.102.255.50-35689-443-6,25,2.9,13-11-22 10:24,55,Male,Employee,unknown,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,2,Going straight,No distancing,Serious Injury,Yes,Yes,47.57503235,-122.2854966,0
172.217.12.142-10.42.0.151-443-37577-6,25,2,13-11-22 10:30,55,Male,Employee,5-10yr,Public (13?45 seats),Residential areas,Y Shape,Vehicle with vehicle collision,2,2,Moving Backward,Driving carelessly,Serious Injury,Yes,Yes,46.90022,-122.659411,0
10.42.0.42-52.84.1.164-52542-80-6,25,2.3,13-11-22 10:35,40,Male,Employee,2-5yr,Car,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,47.42711331,-122.1595681,1
